CDIddGO;GTIN;DESCRIO;UN.;PR. ATUAL;ESTQ. DISP.;PRE�O EFETIVO;FIG.ICMS/ICMS-ST;FIG.PIS/COFINS;NCM;
4824;7891988000143;CORANTE PO GUARANY 40G VINHO;UN;2,59;0;2,61;17;1;32041400;
10179;7891988078623;CORANTE PO STARLUX 40G MARINHO;UN;4,99;0;2,8233;17;1;32041400;
10178;7891988078593;CORANTE PO STARLUX 40G NATIER;UN;4,99;0;2,515;17;1;32041400;
9910;7891988078807;CORANTE PO STARLUX 40G PRETO;UN;4,99;0;2,825;17;1;32041400;
10666;7891988078562;CORANTE PO STARLUX 40G TURQUESA;UN;2,49;0;2,5517;17;1;32041400;
10663;7891988078685;CORANTE PO STARLUX 40G VERDE;UN;2,59;0;2,5517;17;1;32041400;
10664;7891988078531;CORANTE PO STARLUX 40G VERMELHO;UN;2,59;0;2,5517;17;1;32041400;
10665;7891988078869;CORANTE PO STARLUX 40G VINHO;UN;3,99;0;2,5517;17;1;32041400;
4827;7898013192033;CORANTE PO TINGITEX 45G AMARELO;UN;4,99;0;0;17;1;32041400;
11542;7898013192057;CORANTE PO TINGITEX 45G PRETO;UN;4,99;0;2,8317;17;1;32041400;
6658;7896749302320;CORDA VARAL BONALIMP 10M;UN;3,99;0;2,35;17;1;56074900;
11747;7898623260115;CORDA VARAL DUROCK 20M ACO;UN;6,99;0;4,3333;17;1;73121090;
8989;7896314798619;CORDA VARAL STAR LUX 15M;UN;6,99;0;4,678;17;1;56074900;
11838;7896749302306;CORDA VARAL STIK 10M POLIETILENO;UN;4,99;-1;2;17;1;56074900;
7169;7898098640016;CORDA VARAL VEM CORDAS 10M;UN;7,99;0;4,1;17;1;56079090;
7170;7898098640047;CORDA VARAL VEM CORDAS 15M;UN;11,99;0;7,4258;17;1;56079090;
10831;7898098640078;CORDA VARAL VEM CORDAS 30M;UN;23,99;0;14,8517;17;1;56079090;
4954;7897517906702;CORTADOR BELLIZ ENOX;UN;7,99;0;0;17;1;82142000;
13192;71603125001;CORTADOR DE UNHA TRIM;UN;1,5;6;4,7183;17;1;82142000;
4953;71603003439;CORTADOR TRIM NAILCARE;UN;12,99;5;8,3117;17;1;82142000;
9673;71603211049;CORTADOR UNHA ISACARE DISCO;UN;6,99;0;3,9;17;1;82142000;
9672;71603211056;CORTADOR UNHA ISACARE PE;UN;10,99;0;7,5517;17;1;82142000;
4952;7896075709169;CORTADOR UNHEX FOR MEN;UN;4,99;0;0;25;1;82142000;
531;;COSTELA OVELHA KG;KG;36,9;-1,806;0;12;26;02041000;
1856;7898641680216;COUVE FLOR CONSERVA ALMEIDA 560G;UN;11,49;0;8,05;17;1;20019000;
146;;COUVE-FLOR UND;UN;8,99;-25;5;40;18;07041000;
12366;;COXA PERDIGAO  KG;KG;10,99;0;0;7;26;02071412;
13611;7894904795253;COXA SOBRE COXA SEARA 1KG;KG;10,99;0;0;7;26;02071412;
8949;7891164019334;COXA SOBRECOXA AURORA 800G TEMPERADA IQF;UN;11,99;0;8,2087;12;26;02071439;
12230;;COXA SOBRECOXA DORSAL KG;KG;8,99;0,9;6,4455;7;26;02071412;
5526;;COXA SOBRECOXA KG;KG;10,99;-64,433;7,647;7;26;02071412;
7740;7908350002671;COXA SOBRECOXA LEVO 1KG IQF;UN;13,99;0;9,7142;7;26;02071439;
9941;7897408104767;COXA SOBRECOXA MACEDO 1KG IQF;UN;15,5;0;10,1406;7;26;02071419;
5011;7898926117901;COXA SOBRECOXA MORGANA 1KG SEM OSSO;UN;19,99;0;0;7;26;02071439;
10993;7908612900165;COXA SOBRECOXA NAT 1KG FILE;UN;18,49;0;12,75;7;26;02071423;
8239;7898506323760;COXA SOBRECOXA NAT 1KG IQF;UN;13,99;0;9,5983;7;26;02071439;
8552;7891515472771;COXA SOBRECOXA PERDIGAO 1.2KG TEMPERADO;UN;24,99;0;14,3883;12;26;02071419;
10767;7891515544447;COXA SOBRECOXA PERDIGAO 2KG;UN;21,99;0;7,679;7;26;02071412;
10974;7891515575717;COXA SOBRECOXA PERDIGAO KG CHESTER;KG;25,99;0;17,1798;12;26;02071412;
5770;7893000005976;COXA SOBRECOXA SADIA 1KG IQF;UN;12,99;0;9,62;7;26;02071439;
8955;7891515472764;COXAS PERDIGAO 1.2KG TEMPERADO;UN;18,5;0;13,7517;12;26;02071419;
8278;7893000005969;COXAS SADIA 1KG IQF;UN;11,5;0;7,84;7;26;02071439;
9494;7891164163402;COXINHA ASA AURORA 1KG IQF;UN;16,99;0;11,3;7;26;02071439;
6581;7896295388519;COXINHA ASA C VALE 1KG IQF;UN;17,5;0;11,7704;7;26;02071439;
13482;7898208482154;COXINHA ASA CANCAO 1KG;UN;15,99;-23;0;7;26;02071439;
8972;7898208483823;COXINHA ASA CANCAO 1KG IQF;UN;13,99;0;10,388;7;26;02071439;
10672;7891527057911;COXINHA ASA COPACOL 1KG TEMPERADA;UN;20,99;0;13,58;12;26;02071413;
8853;7891527962253;COXINHA ASA COPACOL 800G IQF;UN;17,99;0;11,74;7;26;02071413;
12185;7894904068654;COXINHA ASA FRANGO SUL 1KG IQF;UN;17,99;-16;11,815;7;26;02071439;
12195;7908642804761;COXINHA ASA JAGUA 1KG;UN;12,99;0;0;7;26;02071439;
7224;7898304257885;COXINHA ASA JAGUA 1KG IQF;UN;18,99;0;12,69;7;26;02071413;
4524;7896419713784;COXINHA ASA LAR 1KG IQF;UN;14,5;0;9,7513;7;26;02071439;
13231;7896419728955;COXINHA ASA LAR 1KG TEPERADA;UN;18,29;-4;0;7;26;02071413;
7658;7898525450652;COXINHA ASA LE VIDA 1KG IQF;UN;16,49;0;10,9;7;26;02071413;
7165;7908350002565;COXINHA ASA LEVO 800G IQF;UN;14,99;28;9,5218;7;26;02071413;
4525;7897408104194;COXINHA ASA MACEDO 1KG IQF;UN;15,99;0;0;7;26;02071439;
8134;7898506323708;COXINHA ASA NAT 1KG IQF;UN;16,5;0;11,27;7;26;02071439;
11518;7908612900202;COXINHA ASA NAT 1KG IQF VERDE;UN;18,49;0;12,4;7;26;02071413;
9436;7893000488878;COXINHA ASA SADIA 1KG IQF;UN;19,99;0;13,0321;7;26;02071413;
9324;7899947804450;COXINHA ASA TUCHE 800G IQF;UN;15,99;0;10,3767;7;26;02071419;
12953;7899761706961;COXINHA DA ASA MAIS FRANGO 700G;UN;10,99;0;0;7;26;02071439;
549;;COXINHA DA ASA TEMPERADO KG;KG;20,99;-2,426;10,86;12;26;02071439;
6270;7897535503549;COXINHA DAROS 500G FRANGO;UN;14,99;0;0;17;1;19021900;
3255;7898650370290;CRAVO IDEAL 10G GRAO;UN;3,49;0;2,25;17;1;09071000;
3276;7898072140112;CRAVO INDIA NONA ROSA 20G GRAO;UN;7,49;7;4,75;17;1;09071000;
2191;7898072140099;CRAVO INDIA PO NONA ROSA 30G;UN;5,99;0;3,515;17;1;09072000;
9630;7896068944355;CREAM CHEESE DANUBIO 150G;UN;13,49;0;8,9;17;15;04061090;
5257;7896018704152;CREME ASSADURA HUGGIES 80G SUPREME CARE;UN;22,99;0;0;25;7;33049990;
2296;7898024395232;CREME AVELA NUTELLA 140G CACAU;UN;14,69;4;9,948;17;1;18069000;
2295;7898024394181;CREME AVELA NUTELLA 350G CACAU;UN;31,49;-4;28,105;17;1;18069000;
2294;7898024396529;CREME AVELA NUTELLA 650G CACAU;UN;53,59;-2;41,6967;17;1;18069000;
7500;7891350011043;CREME BARBEAR BOZZANO 65G HIDRATACAO;UN;10,5;0;5,8033;25;7;33071000;
2680;7891350011623;CREME BARBEAR BOZZANO 65G SENSIVEL;UN;10,5;-1;6,2494;25;7;33071000;
9729;4005900328472;CREME BARBEAR NIVEA 65G 2 EM 1;UN;11,99;0;7,8333;25;7;33071000;
8285;7891097105579;CREME BATAVO NUV 100G COCO;UN;3,99;0;2,55;17;15;04061090;
8286;7891097000829;CREME BATAVO NUV 100G FRUTAS VERMELHAS;UN;3,99;0;2,25;17;15;04061090;
4072;7891097000836;CREME BATAVO NUV 100G GOIABA;UN;3,99;0;0;17;15;04061090;
8284;7891097103094;CREME BATAVO NUV 100G MORANGO;UN;3,99;0;2,55;17;15;04061090;
4073;7891097000843;CREME BATAVO NUV 100G PESSEGO DAMASCO;UN;3,99;0;2,55;17;15;04061090;
11594;606529245245;CREME BEAULINE 120ML ULTRA LISSAGE HAIR TRACER;UN;39,99;0;24,99;25;7;33059000;
2943;7891048045107;CREME CONFEITARIA DROETKER 200ML CHANTILLY;UN;7,5;0;5,09;17;1;21069090;
2405;7898331012150;CREME CONFEITARIA FLEISCHMANN 1L CHANTILLY;UN;29,39;0;23,14;17;1;21069090;
2404;7898331012655;CREME CONFEITARIA FLEISCHMANN 200ML CHANTILLY;UN;8,79;-5;5,68;17;1;21069090;
2403;7898331012662;CREME CONFEITARIA FLEISCHMANN 250G SPRAY CHANTILLY;UN;32,99;0;24,13;17;1;21069090;
5868;7894904270040;CREME CONFEITARIA RICCA 200ML CHANTILLY;UN;5,99;0;4,0183;17;1;21069090;
10339;7897309401323;CREME CROCANTE OVOMALTINE 260G;UN;29,99;0;19,89;17;1;18069000;
11222;7898932481867;CREME DE LEITE DAUS 200G;UN;2,99;0;1,9;17;1;19019090;
13332;7898080640222;CREME DE LEITE ITALAC 200G;UN;3,99;21;2,02;7;14;04015021;
12964;7891030300306;CREME DE LEITE MOCOCA 200G;UN;2,99;80;1,79;17;1;19019090;
1031;7898215151784;CREME DE LEITE PIRACANJUBA 200G;UN;4,29;21;2,07;17;1;04015021;
10503;7898915414899;CREME DE LEITE TERRA VIVA 200G LEVE;UN;3,89;-87;2,2;17;1;04015021;
1030;7896256600780;CREME DE LEITE TIROL 200G;UN;3,99;341;2,4;17;1;04015021;
5872;7896256604511;CREME DE LEITE TIROL 200G ZERO LACTOSE;UN;5,19;7;3,55;17;1;04015021;
3099;7891037744509;CREME DENTAL CLOSEUP 100G LIQUIFRESH ICE;UN;8,29;-5;5,89;17;34;33061000;
6828;7891150063075;CREME DENTAL CLOSEUP 100G LIQUIFRESH RED HOT;UN;8,29;-1;5,89;17;34;33061000;
3070;7891150049888;CREME DENTAL CLOSEUP 70G HORTELA;UN;3,69;0;2,85;17;34;33061000;
3069;7891150049895;CREME DENTAL CLOSEUP 70G MENTA;UN;3,69;20;2,85;17;34;33061000;
3068;7891150049871;CREME DENTAL CLOSEUP 70G MENTA AMERICANA;UN;3,69;7;2,85;17;34;33061000;
13124;7891150058446;CREME DENTAL CLOSEUP 70G PROTECAO BIOATIVA;UN;4,99;11;3,14;17;34;33061000;
13125;7891150055780;CREME DENTAL CLOSEUP 70G PROTECAO BIOATIVA ANTI CARIES;UN;4,99;12;3,14;17;34;33061000;
13126;7898422744335;CREME DENTAL CLOSEUP 70G PROTECAO DENTES MAIS BRANCOS;UN;3,99;10;3,8;17;34;33061000;
3067;7891150088344;CREME DENTAL CLOSEUP 85G MULTI VITAMINAS;UN;7,99;0;0;17;34;33061000;
13291;7891037744257;CREME DENTAL CLOSEUP PROTECAO 360 FRESH 90G;UN;6,29;11;4,82;17;34;33061000;
13292;7891037744356;CREME DENTAL CLOSEUP PROTECAO 360 FRESH RED HOT 90G;UN;8,29;10;4,82;17;34;33061000;
3082;7891024134610;CREME DENTAL COLGATE 180G MAXIMA PROTECAO ANTICARIES;UN;9,79;5;6,2592;17;34;33061000;
3083;7891024132371;CREME DENTAL COLGATE 180G TRIPLA ACAO MENTA ORIGINAL;UN;8,5;-13;5,622;17;34;33061000;
12943;7891024132906;CREME DENTAL COLGATE 50G;UN;3,99;12;2,79;17;34;33061000;
3078;7891528038810;CREME DENTAL COLGATE 50G TANDY MORANGO;UN;9,49;-1;2,4917;17;34;33061000;
3080;7891528038827;CREME DENTAL COLGATE 50G TANDY TUTTIFRUTTI;UN;9,49;0;0;17;34;33061000;
3079;7891528038834;CREME DENTAL COLGATE 50G TANDY UVA;UN;9,49;0;5,915;17;34;33061000;
5081;7509546687537;CREME DENTAL COLGATE 60G LUMINOUS WHITE;UN;7,49;-6;3,84;17;34;33061000;
3092;7509546653396;CREME DENTAL COLGATE 60G SENSITIVE;UN;12,89;-2;8,13;17;34;33061000;
3090;7509546651040;CREME DENTAL COLGATE 70G LUMINOUS WHITE;UN;11,99;0;0;17;34;33061000;
3091;7509546674438;CREME DENTAL COLGATE 70G NATURAL EXTRACTS CARBON;UN;10,59;7;6,64;17;34;33061000;
3081;7891024134702;CREME DENTAL COLGATE 90G MAXIMA PROTECAO ANTICARIES;UN;5,29;-6;3,7392;17;34;33061000;
5080;6920354824395;CREME DENTAL COLGATE 90G NATURAL EXTRACTS CARBON;UN;11,99;0;0;17;34;33061000;
5079;7891024041628;CREME DENTAL COLGATE 90G SENSITIVE BRANQUEADOR;UN;12,99;0;0;17;34;33061000;
3093;7891024041611;CREME DENTAL COLGATE 90G SENSITIVE ORIGINAL;UN;12,99;0;0;17;34;33061000;
3089;7891024135310;CREME DENTAL COLGATE 90G TOTA 12 ADVANCED FRESH;UN;11,99;9;8,5933;17;34;33061000;
3088;7509546686042;CREME DENTAL COLGATE 90G TOTA 12 CARBON ACTIVADO;UN;11,99;-7;8,5933;17;34;33061000;
3087;7793100111143;CREME DENTAL COLGATE 90G TOTA 12 CLEAN MINT;UN;11,99;0;6,7633;17;34;33061000;
12179;7509546702605;CREME DENTAL COLGATE 90G TOTA 12 ORIGINAL MINT;UN;11,99;9;8,5933;17;34;33061000;
3086;7891024135020;CREME DENTAL COLGATE 90G TOTA 12 WHITENING;UN;11,99;5;8,5933;17;34;33061000;
3085;7891024132128;CREME DENTAL COLGATE 90G TRIPLA ACAO HORTELA;UN;5,79;10;4,1108;17;34;33061000;
3084;7891024132005;CREME DENTAL COLGATE 90G TRIPLA ACAO MENTA ORIGINAL;UN;5,79;10;4,1108;17;34;33061000;
11679;7891055538517;CREME DENTAL CONDOR 50G GALINHA P MORANGO;UN;7,48;0;0;17;34;33061000;
11678;7891055538111;CREME DENTAL CONDOR 50G HOTWHEELS MORANGO;UN;7,48;0;0;17;34;33061000;
7153;7898185414353;CREME DENTAL DENTIL 100G EXTRA REFRESCANTE;UN;8,99;0;5,6433;17;34;33061000;
12814;7908324800173;CREME DENTAL DENTIL 50G BOB ESPONJA BUBBLE GUM;UN;4,39;-2;0;17;34;33061000;
7147;7908324800166;CREME DENTAL DENTIL 50G BOB ESPONJA MORANGO;UN;5,99;0;3,5233;17;34;33061000;
11124;7908324801507;CREME DENTAL DENTIL 50G SONIC BUBBLE GUM;UN;5,99;0;3,2117;17;34;33061000;
3097;7908324801514;CREME DENTAL DENTIL 50G SONIC MORANGO;UN;5,99;0;3,2133;17;34;33061000;
5082;7908324801491;CREME DENTAL DENTIL 50G SONIC TUTTI FRUTTI;UN;5,99;0;3,1958;17;34;33061000;
9680;7908324802269;CREME DENTAL DENTIL 50G TARTARUGA NINJA MORANGO;UN;5,99;0;3,2133;17;34;33061000;
3096;7908324800234;CREME DENTAL DENTIL 70G CARBOX;UN;11,99;0;0;17;34;33061000;
3098;7500435150279;CREME DENTAL ORAL B 70G ESCUDO ANTIACUCARES;UN;4,5;0;0;17;34;33061000;
3095;7896015519223;CREME DENTAL SENSODYNE 50G BRANQUEADOR;UN;10,99;0;0;17;34;33061000;
8942;7896009400049;CREME DENTAL SENSODYNE 50G ORIGINAL;UN;10,99;0;0;17;34;33061000;
3094;7896015528294;CREME DENTAL SENSODYNE 50G RAPIDO ALIVIO;UN;10,99;0;0;17;34;33061000;
3073;7891528038001;CREME DENTAL SORRISO 180G DENTES BRANCOS;UN;8,99;-5;0,3736;17;34;33061000;
3074;7509546671574;CREME DENTAL SORRISO 180G TRIPLA LIMPEZA COMPLETA;UN;7,49;-2;4,92;17;34;33061000;
3075;7509546675121;CREME DENTAL SORRISO 60G CARVAO ATIVO;UN;5,99;7;3,0317;17;34;33061000;
3071;7891528029498;CREME DENTAL SORRISO 70G TRIPLA LIMPEZA COMPLETA;UN;3,99;6;2,0875;17;34;33061000;
13039;7509546675138;CREME DENTAL SORRISO 90G CARVAOA TIVADO;UN;11,49;-1;0;17;34;33061000;
3072;7891528030142;CREME DENTAL SORRISO 90G DENTES BRANCOS;UN;4,49;-4;3,1533;17;34;33061000;
3076;7891528038612;CREME DENTAL SORRISO 90G FRESH HORTELA;UN;5,99;-5;3,205;17;34;33061000;
8025;7891528038629;CREME DENTAL SORRISO 90G FRESH MENTA HIT;UN;5,99;-3;3,81;17;34;33061000;
3077;7891528038568;CREME DENTAL SORRISO 90G FRESH MENTHOL IMPACT;UN;5,99;8;3,4317;17;34;33061000;
7008;7891528038308;CREME DENTAL SORRISO 90G FRESH XTRA MINT;UN;5,99;20;3,4317;17;34;33061000;
12818;7509546701059;CREME DENTAL SORRISO 90G KOLYNOS;UN;6,99;10;3,5433;17;34;33061000;
2567;7896628016195;CREME DEPILATORIO BUTTERFLY 150G ARGAN;UN;22,99;0;0;17;1;33079000;
2566;7794728013741;CREME DEPILATORIO DEPIMIEL 40G FACIAL;UN;16,99;0;10,65;25;7;33079000;
6408;7899516204100;CREME DIVINE 1,01KG RECHEIO CHOCOLATE AO LEITE;UN;29,99;0;19,39;17;1;18069000;
8062;78917644;CREME DUCREM 10G CHOCOLATE AVELA LEITE CONDENSADO;UN;0,99;0;0;17;1;19011090;
6599;78917620;CREME DUCREM 10G CHOCOLATE BRANCO E AVELA;UN;0,99;0;0,3125;17;1;19011090;
5503;78954731;CREME DUCREM 10G NAPOLITANO;UN;0,99;-9;0,3125;17;1;19011090;
6845;78932463;CREME DUCREM 25G LOVE;UN;0,99;0;0,7444;17;1;19011090;
3005;7896628016164;CREME ESFOLIANTE CORPORAL BUTTERFLY 130ML ARGAN;UN;17,99;0;0;25;7;33042010;
3006;7897455504145;CREME ESFOLIANTE PES WEVER 250GR;UN;16,99;0;0;25;7;33042010;
5502;7897984716323;CREME ESFOLIANTE VINILADY 100G CORPORAL;UN;15,99;0;9,875;25;7;33049910;
11556;7898645871498;CREME FACIAL CAPIM LIMAO 8G ACIDO HIALURONICO;UN;3,99;0;1,9883;25;7;33049990;
11557;7898645871450;CREME FACIAL CAPIM LIMAO 8G ANTI ACNE;UN;3,99;0;1,9883;25;7;33049990;
11554;7898645871412;CREME FACIAL CAPIM LIMAO 8G CARVAO ATIVADO COLAGENO;UN;3,99;0;1,9883;25;7;33049990;
11555;7898645871375;CREME FACIAL CAPIM LIMAO 8G ROSA MOSQUETA;UN;3,99;0;1,9883;25;7;33049990;
3034;7891177801308;CREME HIDRATANTE FACIAL NIVEA 97G;UN;22,99;0;0;25;7;33049910;
3019;7898911309571;CREME HIDRATANTE FACIAL NUPILL 50G ANTIRRUGAS;UN;35,99;-1;21,63;25;7;33049910;
6688;7897455507450;CREME HIDRATANTE FACIAL WEVER 200G ANTI IDADE;UN;33,99;0;22,66;25;7;33049990;
6817;42360414;CREME HIDRATANTE FACIL NIVEA 100G ANTISSINAIS;UN;38,9;0;19,7875;25;7;33049910;
3041;42398004;CREME HIDRATANTE FACIL NIVEA 100G HIDRATANTE;UN;38,9;0;21,076;25;7;33049910;
3039;42389248;CREME HIDRATANTE FACIL NIVEA 100G NOTURNO;UN;38,9;-1;19,7875;25;7;33049910;
6513;42360407;CREME HIDRATANTE FACIL NIVEA 100G NUTRITIVO;UN;38,9;-2;19,7875;25;7;33049910;
3040;4005900950987;CREME HIDRATANTE FACIL NIVEA 100G UNIFORMIZADOR;UN;38,9;0;19,7875;25;7;33049910;
5258;7899852020204;CREME HIDRATANTE FACIL VULT 100G 7 EM 1;UN;19,99;0;0;25;7;33049910;
6784;7896235354307;CREME HIDRATANTE MONANGE 50G OLEO ABACATE;UN;16,99;0;10,99;25;7;33049910;
6785;7896235354291;CREME HIDRATANTE MONANGE 50G OLEO MACADAMIA;UN;16,99;0;10,99;25;7;33049910;
5255;42277217;CREME HIDRATANTE NIVEA 29G;UN;14,5;-1;9,9767;25;7;33049910;
3038;42110200;CREME HIDRATANTE NIVEA 48G SOFT;UN;19,99;0;12,69;25;7;33049910;
5256;78906617;CREME HIDRATANTE NIVEA 56G;UN;25,19;0;15,47;25;7;33049910;
8995;4005900850041;CREME HIDRATANTE NIVEA 56G DECORADO;UN;25,19;0;12,5417;25;7;33049910;
3036;4005808890590;CREME HIDRATANTE NIVEA 97G SOFT;UN;31,99;0;18,06;25;7;33049910;
13477;7899970402463;CREME IOIO MIX 41,9G CHOCOLATE WAFER;UN;4,29;10;3,1658;17;1;18069000;
2796;7899970402456;CREME IOIO MIX 41,9G DUO AVELA CHOCOLATE WAFERS;UN;4,29;7;3,1658;17;1;18069000;
3013;7896110702308;CREME MAOS PES DAYA 250G UREIA;UN;14,5;0;9,81;25;7;33049990;
3014;7898488010160;CREME MAOS PES SAN JULLY 240G SEBO CARNEIRO;UN;11,99;0;7,9833;25;7;33049910;
3009;7897984703095;CREME MAOS PES VINILADY 100G UREIA;UN;15,99;0;9,875;25;7;33049910;
5252;7896363307824;CREME MAOS ROSTO PES DIHELLEN 30G ALFACE;UN;10,5;0;6,99;25;7;33049910;
5251;7896363307794;CREME MAOS ROSTO PES DIHELLEN 30G AVEIA;UN;10,5;0;6,99;25;7;33049910;
5250;7896363307800;CREME MAOS ROSTO PES DIHELLEN 30G PEPINO;UN;10,5;0;6,99;25;7;33049910;
3012;7908236563227;CREME MAOS TOK NOBRE 150G LUVA SILICONE;UN;15,5;0;0;25;7;33072090;
3011;7897984701190;CREME MAOS VINILADY 100G QUERATINA;UN;14,99;0;9,1075;25;7;33072090;
11090;7898331014420;CREME OVOMALTINE 260G CROCANTE;UN;29,99;0;19,47;17;1;19019090;
13048;7908324404128;CREME PARA PENTEAR KALONE 300G;UN;11,99;-1;0;25;7;33059000;
13475;7891176113044;CREME PARA PENTEAR KOLENE 300ML ORIGINAL;UN;11,29;4;6,862;25;7;33059000;
9171;7891150094963;CREME PENTEAR DOVE 200ML RECONSTRUCAO;UN;16,79;0;8,49;25;7;33059000;
9162;7899706111621;CREME PENTEAR ELSEVE 250ML CABELOS SECOS;UN;23,99;0;14,24;25;7;33059000;
2511;7899706197502;CREME PENTEAR ELSEVE 250ML CACHOS;UN;23,99;0;12,8025;25;7;33059000;
10588;7908615059983;CREME PENTEAR ELSEVE 250ML GLYCOLIC GLOSS;UN;23,99;-2;12,8025;25;7;33059000;
2515;7899706187466;CREME PENTEAR ELSEVE 250ML HIDRA HIALURONICO;UN;23,99;0;12,8025;25;7;33059000;
2514;7899706181006;CREME PENTEAR ELSEVE 250ML LISO DOS SONHOS;UN;23,99;0;12,8025;25;7;33059000;
2512;7899706170895;CREME PENTEAR ELSEVE 250ML LONGO;UN;23,99;-1;12,8025;25;7;33059000;
2509;7899706152181;CREME PENTEAR ELSEVE 250ML OLEO EXTRAORDINARIO;UN;16,99;0;0;25;7;33059000;
2513;7899026487260;CREME PENTEAR ELSEVE 250ML QUEBRA LISO;UN;23,99;0;0;25;7;33059000;
10589;7899026420595;CREME PENTEAR ELSEVE 250ML REPARACAO TOTA;UN;23,99;-1;12,8025;25;7;33059000;
2516;7899706197526;CREME PENTEAR ELSEVE 500ML CACHOS;UN;31,99;0;0;25;7;33059000;
10112;7898919412204;CREME PENTEAR MONANGE 300ML HIDRATA;UN;8,99;0;6,835;25;7;33059000;
2508;7898919412181;CREME PENTEAR MONANGE 300ML LISOS;UN;8,99;0;6,835;25;7;33059000;
2507;7898919412211;CREME PENTEAR MONANGE 300ML QUIMICA;UN;8,99;0;6,835;25;7;33059000;
2503;7897664169791;CREME PENTEAR NEUTROX 300ML CACHOS E ONDAS;UN;14,99;-1;8,8533;25;7;33059000;
10586;7899706170314;CREME PENTEAR NIELY GOLD 250ML AGUA COCO;UN;11,99;0;8,07;25;7;33059000;
10587;7896000712981;CREME PENTEAR NIELY GOLD 250ML AGUA TERMAL;UN;11,99;0;8,07;25;7;33059000;
5210;7896000722522;CREME PENTEAR NIELY GOLD 250ML NUTRICAO;UN;11,99;0;0;25;7;33059000;
5209;7896000716866;CREME PENTEAR NIELY GOLD 250ML POS QUIMICA;UN;11,99;0;8,07;25;7;33059000;
2510;7896000712837;CREME PENTEAR NIELY GOLD 250ML RECONTRUCAO;UN;11,99;0;8,07;25;7;33059000;
6837;7896085873508;CREME PENTEAR ORIGEM 400G GELATINA SUPER DEFINICAO;UN;13,99;0;8,8;25;7;33059000;
6838;7896085873492;CREME PENTEAR ORIGEM 400G GELATINA SUPER VOLUME;UN;13,99;0;8,8;25;7;33059000;
2501;7509546659541;CREME PENTEAR PALMOLIVE 300ML CERAMIDAS;UN;11,99;0;0;25;7;33059000;
9956;7908458321964;CREME PENTEAR SALON LINE 1KG 5 EM 1 SOS CACHO OLEO COCO;UN;39,99;0;22,03;25;7;33059000;
8440;7908458317165;CREME PENTEAR SALON LINE 1KG DEFINICAO ANTIFRIZZ;UN;39,99;0;32,24;25;7;33059000;
4553;7898623957015;CREME PENTEAR SALON LINE 1KG DEFINICAO MAXIMA;UN;39,99;0;32,24;25;7;33059000;
4552;7898524344914;CREME PENTEAR SALON LINE 1KG HIDRATACAO PROFUNDA;UN;39,99;0;24,54;25;7;33059000;
6811;7898623952751;CREME PENTEAR SALON LINE 1KG SOS CACHOS COCO;UN;39,99;1;25,4325;25;7;33059000;
2500;7898968070318;CREME PENTEAR SALON LINE 300ML CRESCIMENTO;UN;21,99;0;14,73;25;7;33059000;
2504;7898524348516;CREME PENTEAR SALON LINE 300ML SOS CACHOS COCO;UN;19,99;0;0;25;7;33059000;
5208;7891037000322;CREME PENTEAR SEDA 300ML CACHOS DEFINIDOS;UN;13,99;0;7,86;25;7;33059000;
2519;7891037144705;CREME PENTEAR SEDA 300ML CERAMIDAS;UN;13,99;-1;7,86;25;7;33059000;
2520;7891037010048;CREME PENTEAR SEDA 300ML LISO PERFEITO;UN;13,99;-1;7,86;25;7;33059000;
10947;7891150099852;CREME PENTEAR SEDA 300ML LUMINOUS UV ROSA;UN;13,99;0;7,86;25;7;33059000;
7485;7891150091436;CREME PENTEAR SEDA 300ML PREBIOTICOS BIOTINA;UN;13,99;0;8,1458;25;7;33059000;
2521;7898422745301;CREME PENTEAR SEDA 300ML PRETOS LUMINOSOS;UN;13,99;0;7,42;25;7;33059000;
2517;7891150088399;CREME PENTEAR SEDA 350ML BOOM DEFINICAO;UN;12,99;0;0;25;7;33059000;
2518;7891150088375;CREME PENTEAR SEDA 350ML BOOM VOLUME;UN;12,99;0;0;25;7;33059000;
5235;;CREME PENTEAR TOK NOBRE 300ML ALEGRIA;UN;4,5;0;0;25;7;33059000;
7800;7896115701542;CREME PENTEAR TRALALA 300ML ANTIFRIZZ;UN;13,49;0;9,99;25;7;33059000;
3149;7896115704345;CREME PENTEAR TRALALA 300ML CACHOS;UN;13,49;0;10,3;25;7;33059000;
7801;7896115700033;CREME PENTEAR TRALALA 300ML HIDRAKIDS;UN;13,49;0;10,3;25;7;33059000;
3148;7896115702037;CREME PENTEAR TRALALA 300ML NUTRIKIDS;UN;13,49;0;10,3;25;7;33059000;
7802;7896115700941;CREME PENTEAR TRALALA 300ML REDUTOR VOLUME;UN;13,49;0;9,99;25;7;33059000;
3147;7896115700262;CREME PENTEAR TRALALA 300ML SEM EMBARACO;UN;13,49;0;10,3;25;7;33059000;
7799;7896115705809;CREME PENTEAR TRALALA 300ML SEM EMBARACO LP;UN;13,49;0;7,69;25;7;33059000;
5232;7891150058965;CREME PENTEAR TRESEMME 200ML HIDRATA RESTAURA;UN;15,99;0;0;25;7;33059000;
5234;7891150059009;CREME PENTEAR TRESEMME 200ML PREVINE QUEBRA;UN;15,99;0;0;25;7;33059000;
2505;7897984716033;CREME PENTEAR VINILADY 300ML BRILHO PODEROSO;UN;9,99;0;6,0833;25;7;33059000;
